"fluorophore","320CH1-A","320CH2-A","320CH3-A","320CH4-A","320CH5-A","320CH6-A","320CH7-A","320CH8-A","320CH9-A","320CH10-A","320CH11-A","320CH12-A","320CH13-A","320CH14-A","320CH15-A","320CH16-A","320CH17-A","320CH18-A","320CH19-A","320CH20-A","320CH21-A","320CH22-A","320CH23-A","320CH24-A","320CH25-A","320CH26-A","320CH27-A","320CH28-A","320CH29-A","320CH30-A","320CH31-A","320CH32-A","320CH33-A","320CH34-A","320CH35-A","355CH1-A","355CH2-A","355CH3-A","355CH4-A","355CH5-A","355CH6-A","355CH7-A","355CH8-A","355CH9-A","355CH10-A","355CH11-A","355CH12-A","355CH13-A","355CH14-A","355CH15-A","355CH16-A","355CH17-A","355CH18-A","355CH19-A","355CH20-A","355CH21-A","355CH22-A","355CH23-A","355CH24-A","355CH25-A","355CH26-A","355CH27-A","355CH28-A","355CH29-A","355CH30-A","355CH31-A","355CH32-A","355CH33-A","355CH34-A","355CH35-A","405CH1-A","405CH2-A","405CH3-A","405CH4-A","405CH5-A","405CH6-A","405CH7-A","405CH8-A","405CH9-A","405CH10-A","405CH11-A","405CH12-A","405CH13-A","405CH14-A","405CH15-A","405CH16-A","405CH17-A","405CH18-A","405CH19-A","405CH20-A","405CH21-A","405CH22-A","405CH23-A","405CH24-A","405CH25-A","405CH26-A","405CH27-A","405CH28-A","405CH29-A","405CH30-A","405CH31-A","405CH32-A","405CH33-A","405CH34-A","405CH35-A","488CH4-A","488CH5-A","488CH6-A","488CH7-A","488CH8-A","488CH9-A","488CH10-A","488CH11-A","488CH12-A","488CH13-A","488CH14-A","488CH15-A","488CH16-A","488CH17-A","488CH18-A","488CH19-A","488CH20-A","488CH21-A","488CH22-A","488CH23-A","488CH24-A","488CH25-A","488CH26-A","488CH27-A","488CH28-A","488CH29-A","488CH30-A","488CH31-A","488CH32-A","488CH33-A","488CH34-A","488CH35-A","561CH10-A","561CH11-A","561CH12-A","561CH13-A","561CH14-A","561CH15-A","561CH16-A","561CH17-A","561CH18-A","561CH19-A","561CH20-A","561CH21-A","561CH22-A","561CH23-A","561CH24-A","561CH25-A","561CH26-A","561CH27-A","561CH28-A","561CH29-A","561CH30-A","561CH31-A","561CH32-A","561CH33-A","561CH34-A","561CH35-A","637CH17-A","637CH18-A","637CH19-A","637CH20-A","637CH21-A","637CH22-A","637CH23-A","637CH24-A","637CH25-A","637CH26-A","637CH27-A","637CH28-A","637CH29-A","637CH30-A","637CH31-A","637CH32-A","637CH33-A","637CH34-A","637CH35-A"
"BB790",0.001791,0.000407,1.51e-05,-0.00016,0.002467,0.006819,0.0122,0.0131,0.00227,0.00759,0.019159,0.019345,0.017272,0.014586,0.005061,0.000695,0.00626,0.008333,0.006697,0.006968,0.005428,0.004162,0.004515,0.005799,0.011361,0.020556,0.037848,0.05938,0.075443,0.072344,0.057072,0.0441,0.0307,0.019,0.0107,0.000722,0.000223,0.000143,0.001751,0.003724,0.007134,0.012233,0.012527,0.00238,0.0078,0.017796,0.016992,0.014982,0.011427,0.004736,0.00113,0.006935,0.006995,0.007019,0.005812,0.004337,0.004152,0.004227,0.007411,0.01431,0.031713,0.057721,0.094722,0.112219,0.121411,0.106622,0.079917,0.053951,0.036415,0.023422,0.000353,0.000602,0.000655,0.020191,0.036605,0.096449,0.166098,0.177425,0.030036,0.100652,0.207873,0.216714,0.200577,0.213467,0.084808,0.012755,0.102065,0.12044,0.101933,0.080536,0.066658,0.057048,0.057798,0.079306,0.137426,0.298117,0.515505,0.74445,0.902825,0.93879,0.765115,0.620557,0.41517,0.291695,0.169957,0.0225,0.0421,0.108,0.207,0.245,0.0666,0.088411,0.296,0.31475,0.270556,0.237956,0.118131,0.010296,0.088991,0.125481,0.11668,0.10825,0.087172,0.062537,0.055822,0.072693,0.136216,0.278318,0.501774,0.750959,1,0.986,0.85,0.643,0.456,0.326,0.234,0.002985,0.00475,0.004555,0.004253,0.004232,0.001238,0.000324,0.001588,0.002807,0.002539,0.002122,0.001188,0.001945,0.002059,0.002334,0.006148,0.012601,0.021826,0.035362,0.039918,0.036686,0.032159,0.023896,0.015953,0.009449,0.0077,0.000863,0.000907,0.001079,0.001534,0.001475,0.001378,0.001903,0.004325,0.012185,0.025682,0.049726,0.07331,0.088416,0.09148,0.080869,0.063822,0.04339,0.029477,0.020521
"BUV395",1,0.462969,0.149569,0.048318,0.039999,0.023144,0.013698,0.006991,0.000806,0.000936,0.00219,0.00146,0.000849,0.000573,0.000125,1.63e-05,0.000135,0.000147,9.52e-05,8.24e-05,7.87e-05,9.85e-05,0.000186,0.00061,0.00119,0.000938,0.000717,0.000278,5.56e-05,1.18e-06,-4.44e-06,-5.52e-06,1.14e-07,-1.14e-05,-6.46e-06,0.45352,0.184455,0.06505,0.025362,0.026274,0.017557,0.010557,0.005425,0.000881,0.000474,0.00128,0.000869,0.00052,0.000297,0.000126,1.66e-05,9.36e-05,8.87e-05,8.38e-05,6.05e-05,2.46e-05,3.2e-05,6.15e-05,0.00024,0.00048,0.000494,0.000298,0.000197,0.000114,3.64e-05,1.32e-05,2.01e-05,1.29e-05,2.73e-06,6.88e-06,0.002321,0.001148,0.000303,9.54e-05,0.000156,-5.06e-05,0.000102,3.45e-05,-4.24e-05,4.37e-06,4.68e-05,5.81e-05,7.65e-06,-6.51e-06,-6.09e-06,1.51e-05,-2.45e-05,-2.95e-06,1.42e-05,-1.18e-05,6.19e-06,1.59e-05,2.88e-05,9.87e-06,-6.39e-06,3.15e-05,-7.4e-06,1.01e-05,-6.22e-06,8.43e-06,-5.53e-06,-3.91e-06,-6.55e-06,-4.68e-06,4.21e-07,-1.06e-07,-5.07e-05,-5.28e-06,-3.35e-05,-4.54e-05,-3.49e-06,-1.35e-05,2.74e-06,4.21e-05,7.96e-06,1.2e-05,-5.53e-06,1.79e-06,-2.09e-06,-2.29e-06,-6.13e-06,2.16e-06,4.19e-06,9.88e-06,3.5e-06,1.13e-06,-5.17e-06,3.66e-07,9.16e-06,7.63e-06,3.37e-06,2.87e-06,-2.36e-06,-3.73e-06,6.04e-07,3.21e-06,1.65e-06,-7.56e-05,5.99e-05,3.29e-05,-4.64e-05,2.83e-05,2.18e-05,-6.31e-06,5.54e-06,-3.06e-08,4.61e-05,-2.98e-05,9.62e-05,-4.65e-05,4.78e-05,-7.9e-07,-1.55e-06,8.37e-06,-6.96e-08,2.95e-06,2.67e-06,-1.61e-06,1.31e-06,-4.9e-07,1.91e-06,1.33e-06,1.97e-06,-5.73e-06,-6.78e-06,-9.01e-06,6.74e-06,7.01e-06,-7.96e-06,-3e-06,-1.14e-06,3.44e-06,2.04e-06,-9.16e-06,-4.4e-06,1.32e-05,3.51e-06,-2.11e-05,8.04e-05,-1.1e-05,5.37e-05,-1.03e-06
"BUV496",0.089032,0.083104,0.080716,1,0.966818,0.71024,0.522911,0.308599,0.040923,0.0509,0.12541,0.08572,0.056903,0.0364,0.0112,0.00181,0.00995,0.0094,0.00658,0.005494,0.003608,0.002832,0.005217,0.01706,0.033921,0.032212,0.027817,0.02074,0.010209,0.003644,0.000272,0.000702,0.000271,4.17e-05,0.000121,0.051799,0.041202,0.033445,0.399508,0.474381,0.401194,0.301955,0.182347,0.0319,0.021,0.058571,0.042644,0.0282,0.0175,0.00708,0.000963,0.00513,0.00454,0.003664,0.002688,0.001764,0.001385,0.001818,0.005166,0.010279,0.011003,0.008673,0.006668,0.003689,0.001387,0.000772,0.000969,0.000978,0.000639,0.000491,0.005928,0.006964,0.051628,0.423414,0.398194,0.322533,0.260153,0.154347,0.020863,0.022549,0.046519,0.033723,0.023322,0.020227,0.006201,0.000964,0.004858,0.004153,0.002973,0.002303,0.00161,0.001006,0.001698,0.004477,0.009593,0.010245,0.00817,0.006105,0.003245,0.001257,0.000658,0.001123,0.000757,0.000257,0.000166,0.0393,0.0335,0.0298,0.0237,0.015,0.00259,0.00195,0.00513,0.00393,0.00243,0.00178,0.000634,2.65e-05,0.000398,0.000377,0.000292,0.000219,0.000118,7.55e-05,7.74e-05,0.000187,0.000392,0.000522,0.000375,0.000284,0.000118,3.4e-05,1.24e-05,9.61e-06,2.32e-05,-4.07e-06,9.95e-06,1.82e-05,0.000324,0.000231,-5.7e-05,0.000139,3.93e-05,7e-06,9.34e-05,-1.77e-05,0.000144,8.57e-05,0.000256,6.03e-05,4.24e-05,8.11e-05,7.12e-05,-7.03e-07,2.13e-05,2.54e-05,7.52e-06,-3.88e-06,6.08e-06,-5.21e-06,5.38e-08,2.21e-06,-1.37e-06,-3.84e-05,7.54e-05,-1.54e-05,2.08e-05,1.84e-05,1.99e-06,-9.89e-07,2.61e-05,1.74e-05,3.36e-05,3.93e-06,-1.18e-05,-3.09e-06,6.43e-05,8.05e-05,0.000119,-3.58e-05,3.64e-05,-1.62e-05
"BUV563",0.141626,0.130548,0.051485,0.023937,0.021569,0.038914,0.21756,0.559751,0.127,0.390181,0.90152,0.574154,0.404562,0.296,0.093988,0.0142,0.0722,0.065852,0.0457,0.03827,0.0278,0.018476,0.013622,0.009744,0.006935,0.006151,0.009036,0.018155,0.018379,0.014469,0.01265,0.022784,0.018328,0.01146,0.008109,0.07335,0.059017,0.025431,0.013771,0.014602,0.022815,0.117081,0.33087,0.106,0.165,0.446249,0.304155,0.211331,0.147789,0.0622,0.00757,0.0386,0.0337,0.026655,0.020207,0.013008,0.009453,0.006599,0.005163,0.004055,0.003562,0.004167,0.007432,0.007072,0.005133,0.005262,0.007349,0.007769,0.00538,0.003865,0.001892,0.001237,0.000562,0.000635,0.000505,0.003107,0.020927,0.05627,0.013246,0.036879,0.072118,0.048626,0.035334,0.03438,0.010999,0.001359,0.007529,0.006466,0.004473,0.003274,0.002437,0.001651,0.001139,0.000848,0.000668,0.000491,0.000626,0.001029,0.000995,0.000817,0.000757,0.001385,0.001059,0.00044,0.000206,0.00054,0.000498,0.00463,0.0399,0.122,0.0379,0.0659,0.170372,0.119657,0.079862,0.064702,0.0244,0.00217,0.0127,0.0116,0.00868,0.00683,0.00471,0.003059,0.002035,0.001516,0.00107,0.000949,0.001066,0.001788,0.001759,0.001528,0.001031,0.001742,0.001369,0.000858,0.000568,0.842198,1,0.564,0.368,0.293161,0.115616,0.0118,0.056274,0.059383,0.040541,0.031286,0.0238,0.015853,0.011507,0.00771,0.006046,0.004588,0.003694,0.003044,0.002579,0.002087,0.003551,0.005003,0.004394,0.00229,0.001716,5.68e-05,5.7e-05,9.41e-05,6.44e-05,2.09e-05,2.52e-05,2.41e-05,2.27e-05,4.17e-05,5.51e-05,1.12e-05,2.54e-05,-1.32e-05,1.32e-05,7.07e-05,1.62e-05,7.75e-05,4.78e-05,9.94e-06
"BUV615",0.078084,0.073876,0.0295,0.013365,0.011398,0.006951,0.004455,0.002709,0.00086,0.013985,0.12469,0.411434,0.740482,0.7399,0.248673,0.038159,0.21038,0.226992,0.186731,0.168624,0.121174,0.083441,0.059972,0.043878,0.032148,0.02412,0.019972,0.015181,0.011048,0.00577,0.00377,0.00485,0.00796,0.0132,0.0149,0.040241,0.032622,0.014106,0.007458,0.007667,0.005436,0.003566,0.002048,0.000507,0.005079,0.04834,0.178736,0.348904,0.358215,0.161633,0.0195,0.109202,0.111448,0.107194,0.08776,0.057509,0.0413,0.0286,0.022702,0.018213,0.014726,0.011159,0.009101,0.006418,0.00496,0.00397,0.00373,0.00483,0.00676,0.00733,0.00097,0.000682,0.000335,0.001234,-7.54e-05,0.000504,0.000687,0.00022,0.000104,0.002346,0.018018,0.067937,0.134627,0.183816,0.062809,0.008831,0.047729,0.047241,0.040123,0.031153,0.023151,0.015478,0.010824,0.007784,0.006132,0.004779,0.003441,0.002577,0.001979,0.001259,0.000851,0.000974,0.001428,0.00221,0.00265,-3.7e-05,-2.85e-05,-6.02e-06,-2.4e-05,-7.26e-06,5.79e-06,0.000467,0.004189,0.014812,0.027234,0.031729,0.012643,0.001066,0.007315,0.007743,0.007057,0.00587,0.004103,0.002644,0.001735,0.001318,0.000983,0.00081,0.000554,0.000379,0.00022,7.43e-05,9.61e-05,7.72e-05,8.39e-05,7.27e-05,0.000117,0.040723,0.159118,0.472,0.88,1,0.417,0.044,0.22,0.271,0.226,0.185272,0.139113,0.0918,0.068376,0.0479,0.0402,0.0315,0.0245,0.0187,0.0138,0.0094,0.00646,0.00532,0.00559,0.00622,0.00753,0.002012,0.00253,0.00244,0.0019,0.00132,0.000859,0.000685,0.000466,0.000387,0.000296,0.000157,0.000129,8.1e-05,0.000106,7.64e-05,3.04e-05,2.7e-05,4.46e-06,9.35e-06
"BUV661",0.119702,0.114282,0.046562,0.021301,0.017814,0.011254,0.007249,0.003694,0.000591,0.001256,0.003193,0.005674,0.018415,0.057368,0.043025,0.1098,0.811273,1,0.728338,0.579414,0.429335,0.341805,0.290734,0.224037,0.154437,0.101261,0.074418,0.053829,0.042801,0.026375,0.0191,0.013665,0.00819,0.00387,0.00262,0.06529,0.054367,0.023756,0.012087,0.012596,0.008902,0.00586,0.003278,0.000592,0.00054,0.001523,0.002873,0.009689,0.029745,0.029667,0.05302,0.457229,0.553696,0.476458,0.339628,0.224785,0.188408,0.153203,0.129474,0.096991,0.070541,0.047922,0.038076,0.027651,0.022897,0.0181,0.015422,0.010375,0.00792,0.00511,0.001594,0.000356,0.000418,-0.00025,0.000175,0.000672,0.001192,0.000786,2.75e-05,0.000416,0.000334,0.000988,0.0033,0.01419,0.010901,0.027161,0.196218,0.223801,0.167968,0.114095,0.085664,0.067362,0.057316,0.044079,0.031358,0.021993,0.015068,0.010923,0.007795,0.005959,0.00447,0.003368,0.002432,0.001407,0.000588,0.000116,2.47e-05,-1.94e-06,8.1e-05,2.66e-05,5.14e-06,9.78e-05,-4.7e-05,0.000296,0.000422,0.001504,0.001305,0.00161,0.016376,0.020502,0.016857,0.012334,0.008661,0.006469,0.0052,0.004252,0.003115,0.002097,0.001381,0.000913,0.000645,0.000233,0.00026,0.000161,0.000131,6.71e-05,7.2e-05,0.000489,0.001162,0.002513,0.009859,0.033303,0.029331,0.044196,0.330886,0.475822,0.356731,0.253918,0.194288,0.148561,0.128691,0.094852,0.07463,0.052252,0.0362,0.0267,0.0204,0.0147,0.0109,0.00833,0.00604,0.00344,0.00253,0.791,0.912,0.763,0.496,0.362609,0.279,0.25,0.198,0.157,0.109,0.0805,0.0581,0.044,0.0349,0.029039,0.0235,0.0171,0.012317,0.00959
"BUV737",0.248996,0.236798,0.094016,0.040502,0.034184,0.020221,0.013091,0.007333,0.000741,0.00138,0.002279,0.002169,0.001569,0.00091,0.000636,-1e-04,0.001749,0.003192,0.009825,0.035194,0.105478,0.288073,0.668039,1,0.98804,0.708346,0.494099,0.336206,0.269727,0.185081,0.152951,0.125739,0.095629,0.062451,0.031984,0.138808,0.114188,0.049753,0.024325,0.026644,0.018376,0.011633,0.006383,0.001011,0.000537,0.001718,0.001341,0.00102,0.000638,0.000331,5.99e-06,0.00069,0.001789,0.005868,0.019697,0.053851,0.153056,0.347814,0.599501,0.669577,0.538776,0.35256,0.260647,0.18867,0.167204,0.15034,0.141343,0.102014,0.080587,0.047995,0.00364,0.003001,0.000903,0.002708,0.001991,0.002359,0.001871,0.001116,0.000262,0.000331,0.001036,0.00068,0.001659,0.000774,0.000497,4.52e-05,0.000197,0.001102,0.002131,0.00569,0.018041,0.051271,0.121642,0.191507,0.197358,0.154548,0.098851,0.067354,0.050879,0.041302,0.035624,0.032448,0.025455,0.017493,0.008637,-3.08e-05,-0.00016,-5.74e-05,-1.1e-05,5.31e-05,-2.1e-05,-0.00015,-5.42e-05,-1.43e-05,0.000109,0.000101,0.000129,6.45e-05,0.000133,0.000435,0.00114,0.003977,0.013932,0.041465,0.098236,0.168043,0.192041,0.152953,0.103144,0.069442,0.052093,0.038818,0.035715,0.029556,0.025975,0.019257,0.012476,-3.19e-05,0.000171,0.000431,-7.51e-05,0.000142,5.82e-05,1.67e-05,-6.12e-05,0.00019,0.001104,0.004003,0.007439,0.018962,0.042944,0.062937,0.071766,0.055702,0.036496,0.025684,0.019039,0.014138,0.011784,0.00939,0.00724,0.00409,0.00164,0.001107,0.001041,0.00357,0.011,0.0331,0.0869,0.211231,0.341,0.396864,0.311,0.221,0.148407,0.11,0.09382,0.087532,0.0803,0.06273,0.045539,0.0345
"BUV805",1,0.954669,0.383382,0.16323,0.137106,0.087993,0.05823,0.029067,0.003557,0.005976,0.015572,0.012795,0.006682,0.005237,0.002021,0.000274,0.004877,0.005432,0.002057,0.004491,0.004671,0.004355,0.006291,0.008906,0.016399,0.028489,0.07857,0.234379,0.588236,0.837837,0.962391,0.795078,0.492171,0.273624,0.126,0.536992,0.444578,0.192118,0.096499,0.104098,0.0724,0.0473,0.025933,0.004048,0.003282,0.010368,0.00882,0.006836,0.005032,0.00204,0.000217,0.002776,0.002943,0.003229,0.00244,0.002294,0.00279,0.003601,0.006022,0.010489,0.021339,0.051982,0.1528,0.356213,0.69448,0.940191,0.890705,0.541302,0.336131,0.167606,0.013352,0.006824,0.00396,0.006173,0.002992,0.006229,-2e-04,0.000801,0.000673,0.000824,0.001099,-9.39e-05,0.000628,0.001493,-0.00056,-0.00037,0.001301,0.001219,0.000954,0.000698,0.000502,0.000415,0.00101,0.001118,0.001916,0.003167,0.00855,0.023205,0.058508,0.107365,0.129157,0.119862,0.076199,0.039657,0.016167,-0.00023,0.000438,-1e-04,0.000153,-2.07e-05,-2.65e-06,0.00103,0.001666,0.001913,0.00114,0.001426,0.00051,7.44e-05,0.000524,0.000452,0.000679,0.00035,0.000379,9.72e-05,9.25e-05,0.000242,0.000223,0.000296,0.000882,0.001996,0.004958,0.007176,0.012613,0.011405,0.006331,0.002234,0.001341,0.000169,0.003963,0.002985,0.00398,0.002293,0.001213,0.000109,0.002095,0.002444,0.003341,0.000141,0.000758,0.00374,0.001491,0.00139,0.001743,0.002074,0.002126,0.007402,0.018911,0.033762,0.045367,0.040009,0.023129,0.006911,0.001762,0.003315,0.005148,0.004085,0.00317,0.002697,0.00289,0.003269,0.003641,0.005064,0.007269,0.015927,0.042865,0.101229,0.191121,0.260566,0.249585,0.167627,0.095566,0.061805
"BV421",1.67e-05,0.048676,0.0192,0.007025,0.006116,0.004107,0.0024,0.00115,0.000123,0.00018,0.000411,0.000253,0.000163,0.000105,1.1e-05,-4.12e-06,4.29e-05,2.68e-05,2.34e-05,-6.04e-06,1.11e-05,-1.29e-05,2.28e-05,9.42e-05,0.000169,0.000131,8.02e-05,2.7e-05,9.22e-06,-4.87e-07,-2.37e-06,-5.01e-07,1.81e-06,-1e-06,-1.62e-06,-7.78e-05,0.040196,0.0171,0.00723,0.00772,0.005965,0.00362,0.00177,0.000287,0.000174,0.00046,0.000299,0.000194,0.000113,4.64e-05,5.96e-06,2.69e-05,3.07e-05,1.64e-05,1.71e-05,1.12e-05,1.22e-05,2.39e-05,8.3e-05,0.00016,0.000163,0.000112,7.63e-05,3.41e-05,1.17e-05,2.31e-06,8.86e-06,4.35e-06,3.85e-06,-1.3e-07,1,0.70805,0.215,0.13821,0.12,0.086846,0.055605,0.0269,0.003586,0.003594,0.00683,0.004439,0.003045,0.002628,0.000807,0.000122,0.000577,0.000537,0.000413,3e-04,0.000233,0.00018,0.000466,0.001602,0.003223,0.003073,0.002268,0.00139,0.000702,0.000256,0.000146,0.000191,0.000158,7.36e-05,2.56e-05,-4.14e-06,3.78e-06,8.47e-06,4.38e-06,2.15e-06,3.89e-06,5.42e-06,1.49e-05,2.48e-06,-8.18e-06,-3.3e-06,-1.56e-07,-1.43e-06,-4.7e-06,1.25e-06,2.38e-06,1.1e-06,-7.68e-09,-4.44e-07,-9.22e-07,-1.62e-06,3.45e-07,-6.29e-07,3.14e-08,-7.24e-07,7.53e-07,-2.96e-06,-1.5e-06,-1.68e-06,-5.63e-07,-2.12e-06,-1.21e-06,2.86e-05,-5.17e-07,-1.58e-05,1.79e-05,-1.03e-06,-3.87e-06,3.58e-06,-1.79e-06,8.88e-06,-1.34e-06,7.17e-06,-2.11e-05,3.08e-05,-1.1e-05,1.37e-06,1.12e-06,-5.8e-06,1.7e-06,2.8e-06,2.38e-06,1.34e-06,4.93e-07,8.92e-07,5.87e-07,1.92e-07,-6.26e-07,-1.6e-06,-1.02e-05,-1.4e-07,-8.17e-06,3.79e-06,2.54e-06,6e-06,4.14e-06,2.98e-06,2.6e-06,3.52e-06,1.13e-06,2.93e-06,1.31e-06,2.59e-06,-3.31e-06,-5.24e-06,-3.49e-06,2.02e-06
"BV480",0.000174,-4.43e-05,0.018756,0.077185,0.085582,0.061369,0.0404,0.024967,0.0029,0.004502,0.010752,0.008443,0.004787,0.003563,0.001069,0.000102,0.001389,0.000701,0.000507,0.000649,0.000456,0.000259,0.000375,0.001237,0.002136,0.002227,0.001285,0.000643,0.000173,1.79e-05,-1.66e-05,-4.49e-07,-1.31e-05,1.16e-05,-6.14e-07,-0.00081,-1.09e-05,0.007422,0.0349,0.045042,0.0386,0.02598,0.016,0.00296,0.00184,0.005592,0.0042,0.002948,0.001917,0.000695,9.14e-05,0.000485,0.000501,0.000406,0.000326,0.000174,0.000157,0.000248,0.000481,0.000997,0.000882,0.000776,0.000512,0.000245,9.28e-05,7.67e-05,7.71e-05,0.000104,5.91e-06,4.51e-05,0.044754,0.08348,0.440933,0.994376,1,0.791529,0.568148,0.352045,0.050784,0.055213,0.112112,0.0844,0.062533,0.054463,0.01675,0.002462,0.013302,0.011596,0.007992,0.006061,0.004383,0.003236,0.004147,0.011735,0.024406,0.026114,0.019896,0.014352,0.007883,0.003238,0.001443,0.002499,0.002243,0.001066,0.000402,0.013547,0.012668,0.012246,0.008941,0.005429,0.00103,0.000873,0.00231,0.00164,0.001218,0.000898,0.000352,4.75e-05,0.000277,0.000193,0.000105,9.25e-05,9.48e-05,0.000108,2.27e-05,8.28e-05,0.000145,0.000237,0.000183,0.000113,3.68e-05,1.57e-05,-3.76e-06,2.9e-05,1.18e-05,2.79e-05,8.45e-06,0.000287,0.000609,5.39e-05,0.000215,0.000186,0.000102,2.13e-05,2.79e-05,2.65e-05,-0.00025,-9.61e-05,-0.00029,-3.3e-05,-0.00018,3.38e-05,-0.00011,-3.91e-06,-2.82e-05,-7.74e-06,-1.76e-06,1.13e-06,-7.07e-06,-3.59e-06,-1.33e-05,-8.46e-06,3.53e-06,3.73e-05,-6.31e-05,-7.25e-05,-3.19e-05,-5.86e-05,6.98e-05,5.11e-06,8.98e-06,-1.83e-05,1.5e-06,-2.77e-05,1.2e-05,-3.01e-05,0.000142,8.14e-06,0.000199,7.26e-05,4e-05,4.33e-06
"BV510",0.000433,0.000755,0.006166,0.055076,0.063525,0.0601,0.054762,0.036924,0.005677,0.010599,0.024445,0.020215,0.0147,0.0111,0.003672,0.000541,0.003042,0.004114,0.003396,0.002497,0.001671,0.001466,0.001288,0.001524,0.001465,0.001469,0.001262,0.001261,0.000662,0.000547,0.000537,0.000301,0.000578,0.000412,0.000261,-0.00044,0.000919,0.007621,0.081181,0.108,0.116,0.104,0.069686,0.0112,0.0218,0.04046,0.0338,0.0239,0.0166,0.00683,0.00574,0.007595,0.00816,0.006675,0.005871,0.003835,0.003927,0.002742,0.004149,0.003979,0.004594,0.002987,0.00353,0.001905,0.00238,0.001088,0.002239,0.001114,0.001744,0.000928,0.016525,0.050944,0.127476,0.952692,0.951265,1,0.904515,0.64,0.097897,0.17,0.312,0.266,0.213398,0.193156,0.069783,0.00872,0.062967,0.070146,0.051094,0.037087,0.029868,0.020902,0.019892,0.02065,0.02531,0.0284,0.02742,0.020387,0.014097,0.010594,0.008079,0.010598,0.008598,0.006235,0.004135,0.00065,0.000967,0.000995,0.001243,0.000776,0.00053,0.000403,0.000938,6e-04,0.000436,0.000606,0.000211,0.000207,0.000192,0.000325,0.000116,0.000112,0.000164,0.000303,0.000274,0.000158,0.000151,0.00017,0.000225,0.000208,0.00022,0.000151,0.000229,0.000239,0.000196,0.000119,0.000161,0.000162,0.00037,0.000381,-2.82e-05,0.000301,0.000238,4.96e-05,0.000133,4.12e-05,-6.05e-05,0.000376,-0.00014,0.000361,0.000111,0.000244,-8.39e-06,-0.00012,0.000187,0.000163,7.98e-05,0.000245,0.00016,0.000244,0.000122,0.000151,6.14e-05,9.78e-05,0.000295,3.94e-05,0.000384,0.000149,3e-04,0.000192,0.000279,0.000188,2e-04,0.000209,0.00019,9.64e-05,0.000191,3.3e-05,0.000249,0.000227,0.000207,0.00026
"BV570",0.005347,0.002502,0.00124,0.000784,0.00114,0.000751,0.000663,0.001471,0.000595,0.007607,0.016663,0.010976,0.008428,0.007061,0.002774,0.000753,0.002221,0.002444,0.001671,0.001253,0.001019,0.00088,0.000645,0.000122,0.000805,0.000234,0.000456,0.000772,0.000835,0.000166,0.000405,0.000227,0.000676,0.000291,0.000371,0.002465,0.009248,0.00398,0.002142,0.003524,0.002942,0.004518,0.00733,0.002973,0.043322,0.080579,0.053465,0.038762,0.032631,0.013425,0.00195,0.010286,0.010561,0.009164,0.006942,0.004708,0.003486,0.003038,0.002268,0.0021,0.001206,0.001408,0.000998,0.000591,0.001184,0.001577,0.001943,0.0013,0.001308,0.000728,0.338974,0.184012,0.057619,0.053765,0.038409,0.038902,0.041567,0.101062,0.037664,0.585394,1,0.70685,0.556358,0.618237,0.243023,0.025175,0.1589,0.167894,0.133135,0.099194,0.072382,0.04939,0.038739,0.026079,0.019376,0.015249,0.013012,0.011297,0.008811,0.008809,0.013077,0.026868,0.018827,0.01387,0.007413,0.001668,0.001844,0.001872,0.002703,0.007983,0.004202,0.029393,0.085286,0.064944,0.044348,0.03924,0.019449,0.001685,0.008953,0.011365,0.009416,0.00769,0.00518,0.003496,0.002497,0.001778,0.001615,0.001175,0.000688,0.001102,0.000721,0.000875,0.000905,0.001442,0.000494,0.00076,0.000522,0.629394,0.679027,0.411805,0.295844,0.265172,0.088717,0.0115,0.064166,0.067862,0.049416,0.0388,0.02999,0.018718,0.014886,0.010874,0.009246,0.006312,0.006007,0.005089,0.00363,0.003104,0.005134,0.006714,0.007178,0.004173,0.003425,0.000534,0.000379,0.000242,0.000435,2.88e-05,0.000486,0.000436,-1.47e-05,-2.18e-06,0.000288,0.00018,0.000139,3.28e-05,6.49e-05,1.55e-05,4e-04,-0.00021,0.000283,7.82e-06
